8064;Tarnowskie Góry Obwodnica 16;R05;17 01 01;72,50
8064;Tarnowskie Góry Obwodnica 16;R05;15 01 10*;0,02
8064;Tarnowskie Góry Obwodnica 16;R05;16 02 14;1,11
8064;Tarnowskie Góry Obwodnica 16;R05;16 02 16;0,07
8064;Tarnowskie Góry Obwodnica 16;R05;03 01 05;2,89
8064;Tarnowskie Góry Obwodnica 16;R05;15 01 03;80,64
8064;Tarnowskie Góry Obwodnica 16;R05;16 02 13*;0,10
8064;Tarnowskie Góry Obwodnica 16;R05;15 01 01;39,94
8064;Tarnowskie Góry Obwodnica 16;R05;07 04 80*;0,03
8064;Tarnowskie Góry Obwodnica 16;R05;15 01 02;10,92
8077;Tarnów Nowod¹browska 127;R06;17 04 05;1,08
8077;Tarnów Nowod¹browska 127;R06;16 02 14;0,02
8077;Tarnów Nowod¹browska 127;R06;17 09 04;41,78
8077;Tarnów Nowod¹browska 127;R06;03 01 05;30,30
8077;Tarnów Nowod¹browska 127;R06;15 01 01;17,92
8077;Tarnów Nowod¹browska 127;R06;15 01 02;3,88
8059;Szczecin Wiosenna 80;R04;15 01 06;3,20
8059;Szczecin Wiosenna 80;R04;16 02 14;0,05
8059;Szczecin Wiosenna 80;R04;16 03 04;86,88
8059;Szczecin Wiosenna 80;R04;15 01 03;156,80
8059;Szczecin Wiosenna 80;R04;15 01 01;27,57
8059;Szczecin Wiosenna 80;R04;15 01 02;5,93
8046;Szczecin Po³udniowa 21;R04;17 04 05;1,00
8046;Szczecin Po³udniowa 21;R04;15 01 06;17,50
8046;Szczecin Po³udniowa 21;R04;17 01 07;60,81
8046;Szczecin Po³udniowa 21;R04;15 01 03;82,50
8046;Szczecin Po³udniowa 21;R04;15 01 01;26,93
8046;Szczecin Po³udniowa 21;R04;15 01 02;6,95
8014;Szczecin Ku S³oñcu 67B;R04;16 03 04;132,28
8014;Szczecin Ku S³oñcu 67B;R04;03 01 05;6,00
8014;Szczecin Ku S³oñcu 67B;R04;15 01 03;317,20
8014;Szczecin Ku S³oñcu 67B;R04;20 01 35*;0,56
8014;Szczecin Ku S³oñcu 67B;R04;15 01 01;39,23
